Bedrooms,Bathrooms,Area_sqft,Location_Score,Age_years,Price
5,2,3596,2,8,895780
2,2,847,3,40,316132
1,2,882,4,38,288316
4,1,1910,5,33,566964
1,3,1539,9,38,516214
2,1,2679,9,40,676996
2,3,2123,4,49,528816
5,2,1129,9,22,638960
4,2,980,4,11,462215
3,3,662,2,6,388738
2,2,727,10,31,445178
4,1,2151,1,18,556891
1,2,2810,7,21,645785
5,2,3605,4,15,903418
1,2,3922,8,7,870370
2,2,894,8,29,443137
2,1,778,8,5,402193
1,3,828,6,1,398020
2,2,1482,9,33,512366
4,2,993,4,28,452852
2,1,3339,5,39,680899
5,1,671,4,41,411642
4,1,917,5,42,418303
3,2,1194,2,19,413730
2,3,978,5,2,428761
2,1,1506,10,47,503412
5,1,735,8,34,534904
5,1,3377,9,7,965982
1,3,2001,7,11,561569
1,2,1742,7,49,457951
1,2,1505,6,44,420088
5,2,1129,2,42,481279
1,1,3582,10,31,778931
1,2,3313,10,28,790154
3,1,1122,9,44,498623
1,3,986,5,20,369973
2,3,3221,6,2,800166
5,2,3230,1,37,795784
4,1,1172,5,26,498261
3,1,1243,6,2,478685
5,2,3220,10,0,973045
5,3,3517,2,45,852676
2,3,1892,7,19,613292
1,3,1146,4,6,399648
2,3,2109,5,40,568281
1,3,3085,3,0,646044
1,2,2186,5,9,528838
5,2,1154,4,44,530025
1,2,2363,10,11,641179
3,3,2758,6,3,787511
3,3,3993,2,6,863152
3,2,3174,3,9,724051
5,2,2824,10,21,909236
2,3,3321,1,24,686234
4,1,2174,7,28,654396
1,2,1223,9,38,429476
4,3,2588,2,14,702786
2,3,1543,7,18,542675
2,2,1072,3,38,355838
5,1,2186,5,45,673104
3,3,1593,6,45,553473
3,2,3526,8,17,872271
2,3,1721,4,41,495479
5,3,2034,2,2,691529
5,3,769,3,5,493973
1,3,1613,8,21,522328
3,1,655,7,40,367544
2,2,2356,6,45,569150
4,2,2972,5,30,779923
3,2,1257,5,20,466564
1,2,1556,1,7,365659
5,2,859,6,0,551242
2,1,1240,9,2,507096
3,3,3209,8,28,847993
4,3,2987,10,5,933321
1,2,1003,1,32,243836
1,3,3179,6,17,728672
3,3,3845,3,41,854834
4,3,1394,6,48,562062
1,2,2161,9,0,606281
2,2,1783,6,21,542311
1,1,3681,8,30,749103
4,2,3241,6,22,851650
5,1,3927,6,7,975906
5,2,3264,7,28,908604
3,3,3299,10,43,910808
4,1,1313,4,45,451773
1,1,2991,8,18,682259
1,1,1996,4,48,396335
5,2,2557,7,15,829064
5,1,2693,1,18,675702
2,2,2352,9,36,653070
5,1,1503,10,21,703931
2,2,2702,9,18,729758
1,1,1701,7,3,475215
2,3,2294,8,4,698793
2,3,1455,2,4,440487
3,1,1895,10,24,649147
5,2,1259,10,23,676703
2,2,710,7,0,420295
1,2,1638,1,49,315724
4,3,2725,3,27,723335
2,3,1100,6,46,423092
5,3,3235,5,20,893050
3,2,1017,5,18,442322
1,2,2463,9,22,625122
3,2,874,6,13,466300
4,1,1820,3,5,564364
2,1,2354,2,31,480143
2,1,3734,9,49,806292
5,3,3620,10,31,1051217
2,3,3638,4,7,824529
1,2,2368,5,36,548996
4,1,1733,9,21,656318
3,2,2841,5,7,728777
4,1,2142,7,37,641957
2,1,2567,2,9,560542
3,2,3502,2,2,762425
5,2,1398,4,12,601022
4,1,2563,8,38,741029
3,1,2948,2,29,647252
3,3,3615,10,3,971510
3,2,3215,7,44,789610
1,2,3319,1,5,618779
4,2,2796,9,15,853481
3,2,1368,10,21,605184
4,1,2084,6,26,622758
3,3,738,1,20,355363
5,2,1460,10,28,693386
5,1,2459,6,0,770337
5,1,2939,5,29,798066
2,1,934,5,23,327316
3,1,3346,5,12,789221
2,1,2458,4,29,559610
4,2,1807,7,25,663530
2,2,2954,9,33,737294
4,3,1524,4,19,593573
4,2,1580,2,5,547410
4,1,3545,2,42,762507
2,3,1885,2,48,472173
3,1,3574,7,8,840917
2,1,1933,4,36,480073
3,2,943,4,36,404192
3,1,1256,1,15,388332
4,2,2396,4,3,709267
2,1,2449,6,31,583333
3,3,860,2,19,395435
5,1,1985,4,28,631918
3,2,768,7,30,421638
5,1,1259,9,44,614526
2,2,799,2,16,311107
2,2,2008,8,40,599810
2,3,3983,6,24,879389
3,2,1181,8,44,506714
1,3,3983,2,15,779128
3,3,1165,1,19,407523
3,1,3042,7,41,728634
4,3,2998,9,9,919401
4,2,627,9,47,478682
3,2,2498,2,22,604904
5,3,1231,4,32,566582
4,1,3804,1,42,759976
3,3,3027,7,12,827197
1,3,2225,2,24,482103
5,2,3175,4,49,809166
2,1,2636,2,36,530443
3,1,1910,1,35,462763
3,1,3955,7,23,870975
5,1,3550,6,5,913769
4,2,2365,2,14,652712
4,1,1406,4,33,485489
4,1,2874,3,3,726643
2,1,2674,3,13,590511
5,2,1740,3,3,638385
5,2,688,4,27,452873
4,1,3266,1,28,714056
4,2,2358,1,17,626556
1,3,721,7,19,363372
1,1,2517,5,47,529460
3,2,1465,3,40,465499
3,1,632,9,31,432221
5,1,1202,5,7,554990
5,2,1295,10,42,674347
2,3,3535,3,45,751464
2,1,1124,9,48,436666
1,3,1647,1,12,410106
3,2,1948,9,39,645440
1,1,2681,5,45,525389
1,2,846,6,42,298908
3,2,3690,2,8,791454
2,2,3701,8,39,841188
3,2,2696,3,45,614593
4,1,2562,1,46,576034
4,3,3559,7,32,936155
4,3,2827,3,11,779358
5,1,1993,4,36,633489
2,1,2507,5,24,587213
2,3,2623,1,45,576970
5,3,1337,9,24,699910
1,1,2568,7,15,605742
4,2,3237,2,15,783793
4,1,3143,1,38,684174
1,3,3078,2,34,598631
3,2,3878,3,22,830667
3,3,3706,3,7,856376
2,2,2036,8,45,589824
5,3,963,5,2,567473
2,2,2957,9,23,770250
3,1,1581,3,42,453499
1,1,1902,6,21,482553
2,2,3823,4,13,816784
4,2,826,8,21,525644
4,1,1866,1,33,494632
1,1,2657,4,35,538675
3,2,2015,7,30,612527
4,2,2695,9,20,809250
4,1,2247,1,4,592806
5,3,2851,8,18,927632
2,1,3636,2,41,668259
3,2,3541,4,20,792884
2,2,756,4,1,351230
3,3,3502,8,2,913092
4,1,2673,2,46,624411
5,2,3068,7,29,883639
2,1,2301,3,33,490248
4,2,1360,9,24,610428
3,3,1373,5,34,513089
2,1,2911,8,28,690965
2,1,2152,5,11,556569
4,3,3235,1,22,761576
2,2,1557,9,27,561107
5,2,3117,10,45,941526
5,1,853,7,16,524961
4,3,2169,4,15,671893
3,1,3818,7,48,831762
4,1,3997,5,8,931113
5,2,3387,10,2,1028630
1,2,717,9,21,368416
1,2,3836,2,30,685619
2,2,1149,4,13,387336
2,2,1510,6,2,494035
1,3,1469,5,37,427007
5,1,1407,1,22,508214
2,3,2272,9,20,690311
4,1,1420,9,23,603455
4,2,2381,3,31,651132
5,3,1821,4,44,667494
2,1,2201,4,4,529938
4,2,3211,10,32,913030
2,2,3800,8,43,860130
2,3,3061,6,46,711283
4,3,1479,2,18,517651
1,3,1592,4,33,406011
4,2,600,1,2,352796
5,1,766,3,38,420304
3,1,2663,4,27,615111
4,3,3304,8,10,941636
2,1,711,3,9,280080
2,2,1725,5,39,471298
4,1,3241,1,1,732627
3,2,2029,4,45,537094
4,3,2605,2,44,691069
3,1,2643,4,38,607975
3,2,1106,5,26,438956
5,3,2234,3,8,732962
2,3,1270,6,38,463039
2,3,3711,2,0,771267
3,3,2290,5,32,665811
2,1,3406,4,37,669621
1,2,3144,5,32,647556
3,1,1564,9,47,545985
2,2,880,6,2,415475
1,3,950,7,31,388991
5,1,2981,8,12,863325
2,3,2549,9,20,733591
1,2,2566,5,3,595555
4,3,3408,8,16,953570
4,1,2147,2,41,568138
1,1,1906,10,3,571850
3,2,2564,9,19,757496
3,2,1327,2,11,448423
2,1,3990,5,25,811960
4,1,1422,6,44,518931
3,1,2037,4,35,521813
3,1,2661,8,15,708006
4,2,1679,10,6,723910
5,1,2989,3,32,755132
3,2,798,5,47,392076
1,1,2483,2,1,487818
2,1,1277,3,32,360375
3,3,3963,8,13,976526
3,3,3305,5,19,834740
5,1,2064,3,36,612163
1,2,677,5,26,292942
2,1,2759,9,46,659162
3,3,1134,3,41,438229
2,1,1998,10,20,618305
4,3,3787,7,1,996606
3,1,1765,8,42,581450
3,1,3639,5,15,810326
4,2,1820,3,18,581815
5,3,1389,6,3,664366
3,3,2163,3,9,631602
2,3,1922,9,21,637947
1,2,1699,2,11,387735
2,1,3177,3,1,682022
5,2,2747,7,1,846678
1,1,2102,10,40,552881
2,2,3620,8,43,820887
2,2,2091,5,33,529342
4,3,2259,5,17,707021
5,2,2500,5,15,769512
4,1,1915,4,18,561544
1,2,3662,9,46,788319
4,2,724,6,24,448514
5,1,3662,8,29,970043
3,3,1118,8,47,524072
3,1,2670,5,5,671782
1,1,761,9,26,360179
3,1,3276,2,14,702021
4,2,3153,8,30,859308
1,2,1481,3,43,361013
5,1,1644,7,21,661499
1,1,2387,9,11,600941
1,3,2461,5,9,605675
2,2,1082,8,20,454060
2,2,2125,4,46,520047
1,2,2566,1,30,501466
3,2,2956,1,35,640021
2,1,1473,6,9,456522
5,1,2176,8,18,760267
4,3,2850,10,22,903410
2,2,3287,2,45,658939
1,2,741,4,9,291851
3,1,2479,3,48,564278
4,3,1603,9,26,683055
2,1,3262,3,42,633544
3,2,2754,8,49,743364
3,2,2614,7,1,758135
3,3,1128,1,10,422403
1,1,3223,8,7,717552
5,2,1568,9,18,708398
3,2,2372,8,15,717761
4,3,3335,10,3,993260
2,2,2938,10,13,774937
4,2,1404,1,21,452584
1,1,1934,7,16,493740
1,3,1267,9,42,474062
4,3,984,5,25,529841
5,3,3724,2,34,909148
1,1,2208,8,35,523379
1,3,3854,9,44,867285
4,2,3348,7,48,857058
1,3,612,5,29,283782
5,2,3607,8,20,993857
5,3,2807,6,19,859572
5,3,1907,4,41,682360
2,1,3212,1,25,604014
5,3,3958,6,11,1052789
5,3,2655,8,7,902704
2,1,671,3,34,250142
3,2,3539,7,28,840482
1,3,2745,7,41,646137
5,3,2734,9,6,924772
1,2,2465,1,9,510623
4,1,700,5,38,415143
1,3,880,8,49,389544
2,1,1482,3,19,397474
1,2,1912,5,27,452271
1,2,3396,1,13,635777
1,1,2843,9,11,694452
3,2,3038,4,7,748019
3,2,1208,5,6,504256
4,3,1049,3,4,504071
2,1,3767,2,0,736584
1,3,1884,7,46,521948
1,1,2135,5,8,493813
1,3,720,10,43,396864
1,2,2979,3,17,592028
3,1,1675,2,42,421638
4,1,917,10,41,517599
5,1,3322,6,9,880172
2,1,1301,10,49,457928
1,2,3948,6,0,828795
4,2,3865,3,19,885914
5,2,3340,9,42,929272
4,3,1616,1,28,505901
3,2,620,3,1,352297
5,3,3046,1,25,785170
4,3,2338,7,10,754276
3,2,2849,2,24,647976
4,2,3113,4,33,755231
4,2,3822,4,40,870953
5,3,1495,8,0,708585
3,1,1782,4,30,488976
1,2,2957,3,37,582277
2,3,3151,10,21,850597
5,3,2673,3,1,790607
3,2,665,5,46,346004
4,3,862,6,0,553643
3,2,1071,7,23,493058
2,3,2814,5,49,655194
2,1,3447,7,35,740809
1,3,3825,4,44,742197
1,2,942,5,35,310445
2,1,1317,6,46,410317
5,2,3060,9,33,910760
5,3,3855,6,8,1013437
4,1,2294,10,11,760082
1,1,3865,1,45,628784
4,3,3673,7,19,960215
1,1,1838,3,3,431620
2,1,3334,6,14,746720
5,1,3444,2,3,829956
5,2,2625,7,4,854401
2,2,3130,1,9,644240
4,1,1655,2,43,477585
4,3,614,9,43,505970
3,3,3989,9,39,961512
1,2,2469,7,35,571932
4,3,3914,2,34,892681
2,1,616,5,0,326821
4,3,3181,4,17,848961
5,2,2379,2,30,659832
1,2,2549,2,45,492801
3,1,680,10,48,438255
1,2,3303,8,5,743965
5,2,3083,5,5,863861
5,2,3679,8,41,961485
5,3,1618,2,18,618054
5,2,3326,2,31,801522
2,3,3958,3,41,806499
3,2,1379,10,29,598499
5,2,2424,8,25,808454
5,3,2833,8,2,923048
4,3,3069,3,32,770551
3,1,3113,1,49,601420
1,1,2730,7,30,605358
3,3,3214,4,46,743000
3,2,3290,3,19,755205
3,1,924,5,3,404182
5,3,2698,6,31,819832
5,3,1650,1,17,605905
2,2,1276,9,9,541135
1,3,2629,6,21,652376
4,1,3628,3,16,825466
3,2,2611,1,41,581138
1,3,1392,9,3,520253
1,3,3733,2,36,687488
2,2,3304,10,6,844791
4,2,1794,6,7,624847
3,2,3957,6,0,921608
4,1,2764,3,7,686723
2,1,3675,6,18,787950
5,3,3737,2,16,935597
1,3,3731,8,40,812954
3,2,1504,1,47,391465
5,3,1101,6,8,621984
2,3,1398,1,15,396560
4,2,3504,9,44,941394
1,1,3900,9,36,800325
3,1,1723,6,26,541400
5,1,1742,6,1,674214
5,3,2716,9,35,893468
1,2,3311,5,11,702545
4,1,3439,9,49,868382
2,3,820,5,34,359892
4,2,3657,4,30,874941
4,1,2870,2,18,670538
4,1,3324,2,25,756727
1,2,2858,1,35,521572
1,3,1530,10,3,568644
2,3,1485,3,47,420121
4,1,3529,1,42,738689
1,2,861,6,30,331208
2,3,3165,7,12,801184
2,2,1871,9,42,581298
4,2,1397,7,38,557885
3,1,1880,4,45,488739
4,2,3734,4,3,895050
3,2,3187,8,39,822297
2,2,1016,4,43,367060
1,3,2700,1,12,538192
5,1,2387,9,40,781992
2,1,637,3,8,264647
1,2,2955,1,1,586117
2,2,1445,9,34,517052
4,3,1497,10,11,708601
3,1,652,10,16,459100
2,3,1205,5,3,485262
1,1,1051,9,13,395051
4,3,1060,3,20,478551
5,2,1374,6,40,594705
4,3,2458,7,7,809442
3,2,1760,5,32,560882
4,1,1995,8,44,636263
5,1,3927,10,27,1030944
1,2,3042,6,2,680801
2,1,1660,6,13,485647
3,3,2277,7,18,688217
5,2,3818,8,5,1055086
3,1,3679,2,35,732350
4,3,3922,7,19,1002482
3,3,3294,9,0,922884
5,1,2910,1,9,717059
2,1,3279,1,12,643664
2,3,1882,7,11,610210
3,2,1946,5,10,610050
1,1,3177,1,35,541737
3,1,2948,1,16,631381
4,2,2488,2,46,609369
2,2,1084,10,28,480019
2,1,691,9,2,424980
2,2,1787,3,28,446510
1,3,1958,9,9,623406
1,3,2962,6,45,659684
5,3,2537,10,18,890761
3,1,3592,6,3,836144
3,2,2885,7,45,727265
4,3,2309,10,37,782891
2,2,2730,8,11,734425
1,3,3316,3,30,659332
4,2,2589,8,1,793898
4,3,3780,6,48,948604
1,3,777,6,0,396495
3,3,849,3,16,392664
2,3,1364,6,24,501217
3,3,3314,8,4,891910
4,3,3550,7,47,924029
2,3,690,10,13,477823
5,3,938,10,9,660129
4,3,2261,7,20,737526
3,2,2472,3,24,604687
3,2,768,10,34,505753
3,1,3810,3,2,796990
1,3,3225,5,17,724095
4,2,3855,5,49,869611
2,2,1379,9,35,516941
3,2,769,9,38,485983
3,2,3009,10,32,834255
1,2,2891,5,47,599446
2,2,737,5,16,337691
4,1,3699,6,39,865973
5,2,1118,8,5,629376
1,1,2021,6,33,488948
4,1,2980,6,25,790173
5,3,3612,9,41,1017543
3,3,3988,1,30,809809
3,3,3210,4,48,767628
2,2,3073,10,27,774573
5,3,1759,10,35,783183
3,2,3288,2,12,745888
3,2,1308,9,20,569071
2,3,1890,3,25,509597
4,3,2635,10,30,857553
3,1,706,2,15,315213
1,1,3207,8,30,679816
1,2,2785,4,12,610519
4,2,3262,2,29,740696
5,3,2694,4,31,804240
2,3,2612,7,4,702297
1,1,2288,7,11,566479
1,3,3015,1,38,564535
4,2,605,1,40,313442
5,3,1122,3,36,514332
5,1,3176,2,3,813156
4,2,2278,3,41,621818
1,1,3943,4,47,711778
2,1,665,7,42,315389
1,2,3067,2,28,566302
5,1,3581,7,40,934627
1,3,1097,5,4,391218
2,3,2092,8,10,638877
3,1,2978,8,29,765175
1,3,3415,5,8,725525
4,1,1600,10,48,630938
3,3,2262,8,27,724862
4,1,3802,9,21,972126
4,3,2617,7,10,812857
4,2,3177,6,20,833550
1,2,2342,7,5,590392
5,3,2224,7,25,798854
3,1,2890,3,15,642171
2,3,2997,6,13,744645
5,1,1640,6,34,593342
1,3,2089,9,41,609870
4,3,3382,1,35,800000
2,2,3529,7,21,822141
3,1,962,1,1,363033
5,1,3881,10,12,1047267
5,1,3662,4,10,906962
2,1,2234,7,11,583260
1,1,1124,6,32,317061
3,2,1430,6,21,528213
2,3,3429,5,8,793495
4,1,2322,7,43,680738
3,1,1019,9,6,516302
5,3,3433,6,16,939542
2,2,732,10,9,446496
5,2,2661,7,37,810881
5,2,1667,9,38,699880
5,3,2000,7,45,749210
1,3,2942,6,24,660106
5,2,2019,3,26,658786
4,2,3775,1,29,800575
4,3,3092,10,29,944215
3,2,3733,9,42,908090
5,1,2444,7,33,755381
5,3,3059,3,32,815843
2,2,1229,10,31,508503
1,1,920,9,41,347549
3,3,1754,3,11,560755
5,3,2434,3,40,716587
2,1,3465,7,22,756537
1,3,1822,2,28,440115
3,2,1504,10,42,608796
3,3,635,7,0,493457
5,2,3438,7,19,926830
3,1,3887,1,9,773501
2,1,3233,10,18,796685
3,3,2953,2,22,683282
4,1,2190,5,20,619236
2,1,3655,4,42,732865
1,3,3540,3,34,694475
1,2,611,10,47,334882
5,3,2730,8,31,889830
5,3,3703,7,9,1044973
4,2,2031,9,1,724585
1,2,3757,3,35,684283
1,2,2586,10,47,655414
1,3,2367,1,5,497617
1,2,2034,9,42,567211
3,1,1556,9,16,557764
2,2,1312,1,14,375178
2,1,2642,8,35,639947
4,2,1879,10,23,725189
3,1,840,1,39,280616
1,1,3545,6,28,698590
1,1,2555,9,49,586174
5,1,2612,3,13,727468
5,1,1495,6,1,629791
4,2,3554,3,47,805875
1,3,2075,5,21,541461
4,3,3403,7,46,894440
3,3,1624,10,5,694882
2,3,1200,4,8,454647
1,3,2929,4,11,649395
3,1,3298,7,41,769586
1,2,1198,5,38,357095
5,1,3626,1,4,854382
4,2,2484,10,39,774115
5,2,1742,2,43,553520
2,2,1611,6,0,532777
5,2,3547,9,9,1031067
1,3,2128,7,10,593715
5,2,1703,4,26,611772
1,2,2246,2,22,451042
2,3,2300,4,19,606873
5,1,3541,5,4,898815
4,1,1556,2,12,490919
4,1,818,1,49,342346
4,1,1326,4,9,484971
5,2,3656,6,48,949110
5,3,2330,1,35,686220
5,3,2089,1,40,622818
1,1,2417,9,49,574834
2,3,1117,5,15,427209
4,2,1411,2,6,488612
1,1,3149,2,31,572084
4,2,2705,4,24,714377
1,2,1960,2,43,383410
5,2,1413,4,25,557538
4,2,1213,6,35,525379
5,2,1025,7,27,578988
4,1,2183,6,43,650443
3,2,2034,4,11,594840
1,1,2411,10,25,607878
3,3,1482,3,3,536832
1,2,2298,4,43,511555
2,2,1031,5,22,393087
4,3,3867,4,39,895514
2,1,2000,3,23,482474
2,2,1547,1,30,374208
1,3,1988,3,29,456366
3,3,2267,5,2,679672
5,2,3582,6,15,944946
1,1,3052,4,33,585110
5,1,3139,1,37,748258
2,2,2713,10,27,737984
5,3,1511,7,48,653017
3,2,990,9,43,502481
1,1,682,6,40,250553
3,3,1602,6,47,544941
3,2,1080,9,6,547999
1,3,1376,4,7,421513
3,1,3900,5,6,851739
4,1,3432,5,36,824854
4,1,2354,5,6,672543
4,2,1848,8,49,642941
5,3,1736,1,17,598741
3,2,3299,10,47,872310
1,2,3856,10,38,854058
1,2,2135,3,20,466098
5,2,3844,8,33,1010340
1,3,2511,9,48,643116
4,3,1122,2,26,469279
3,2,2532,4,7,660808
1,2,2294,8,33,575360
1,1,2852,5,17,586088
2,1,1341,1,40,328884
2,3,2966,6,11,750506
2,1,3830,9,21,854864
3,3,877,9,39,496503
4,3,3549,1,21,825794
4,3,747,4,7,482927
4,1,1377,1,41,434548
3,1,1706,7,27,531470
3,3,1018,3,49,416091
2,3,3185,2,46,658226
1,2,3039,8,31,685242
5,3,1756,9,10,785566
5,3,1539,7,20,683491
1,2,2619,6,25,603304
2,3,2227,10,13,712137
1,3,841,6,14,386814
1,3,1598,9,13,552258
5,2,1823,5,11,688182
2,1,3788,5,35,774328
3,3,1842,2,2,543602
5,2,3976,6,43,969754
3,3,2890,6,6,791952
2,2,3963,6,38,841408
1,3,3623,4,45,728740
4,2,2417,7,0,754552
4,1,3972,9,38,973923
2,1,2452,1,24,509486
4,1,1283,3,30,453958
3,3,2011,10,21,714037
4,2,3235,9,9,910589
2,3,1832,5,17,549220
2,3,3985,6,12,895677
3,2,1216,8,7,564280
4,3,2627,9,8,838132
4,2,2673,8,14,800503
1,2,3510,3,7,705995
5,1,2726,10,32,841903
2,1,1611,1,34,373276
1,1,2617,5,18,535276
2,2,727,7,29,376770
1,1,1012,2,8,263786
5,2,2784,1,18,740266
1,3,1957,4,46,486401
2,1,3195,3,45,629411
4,2,3035,4,25,768548
2,2,1170,1,0,341726
3,2,3901,2,2,823707
3,2,3663,1,33,731420
3,1,3068,3,24,663022
3,1,3795,4,29,814808
5,1,3759,1,0,846731
4,2,740,6,17,459543
4,3,2539,2,32,665980
2,2,650,10,8,443634
1,3,3634,5,6,794729
2,1,3576,8,29,791739
2,2,2028,4,12,543386
2,2,1960,5,16,544813
2,1,3309,9,12,783555
4,2,965,2,12,418883
1,3,3555,2,41,670438
2,3,2534,6,37,636425
4,3,3645,6,36,937216
2,2,2603,3,9,587423
3,2,3501,9,13,888360
2,3,857,1,42,293811
2,2,644,3,4,328725
5,3,868,8,35,591715
3,1,1934,8,34,614035
1,3,1271,4,45,361564
2,1,3666,8,44,803128
1,1,1901,10,22,563002
3,1,3504,8,4,842592
2,3,2792,1,43,604340
5,3,2589,3,27,765132
4,2,834,1,22,389435
5,2,3338,2,41,792296
5,1,3367,4,33,839725
4,3,3807,3,30,873999
4,2,2068,6,6,685925
4,2,3000,5,6,814071
2,2,2017,5,3,565027
1,3,1593,10,43,521540
1,2,874,7,31,342729
4,1,1509,7,27,549415
5,3,3994,9,3,1108994
3,2,3854,8,38,893864
4,2,1039,3,44,431027
5,3,1686,2,7,640087
5,2,2496,1,13,676877
2,2,2350,10,29,676145
2,1,1471,6,2,450065
1,3,1250,4,1,424692
1,2,3590,3,9,685707
3,3,633,2,5,358319
3,3,3352,2,6,773418
3,1,1466,4,15,445661
3,1,3632,1,5,756446
5,3,1431,6,15,661440
5,1,1710,10,26,691782
1,1,3881,5,11,746976
2,2,1061,10,21,495797
2,1,2728,9,14,713350
4,1,921,2,21,389237
5,2,1014,9,34,624481
3,2,2474,9,47,731314
3,3,3639,10,49,954254
4,1,2837,9,14,825043
2,2,1856,10,22,599783
3,1,3039,10,37,798243
2,3,3840,4,48,805454
4,1,767,5,1,424079
2,1,3902,8,1,864001
2,1,1773,8,48,506427
2,2,3311,1,18,655808
3,2,2009,10,4,705332
1,3,3028,1,3,600846
5,1,2432,10,27,833171
2,3,2624,6,17,669080
2,3,3946,7,39,871938
2,2,2240,2,40,500782
1,1,1497,2,49,295064
4,1,3511,5,30,816071
3,3,2709,9,21,808208
1,1,3175,5,10,647325
2,2,1461,8,47,495202
1,3,749,8,15,380146
1,3,3813,5,3,822845
1,2,2763,8,20,650952
4,2,1423,8,40,574737
5,2,2712,5,44,774034
3,2,2052,5,24,598924
4,2,2957,4,19,764879
4,2,3353,1,7,792647
5,3,3501,9,42,1019181
4,1,2053,2,8,575332
1,1,3671,1,17,615577
1,3,3832,6,30,812509
2,1,905,5,34,341655
4,1,1984,1,29,522958
2,3,3949,7,17,905715
3,1,3967,7,18,895179
1,1,2174,3,40,435084
3,3,1472,8,23,590475
5,1,768,6,49,470690
1,2,2082,4,21,467271
3,3,2203,10,47,721900
5,1,1630,10,13,706156
3,1,2334,10,18,724997
5,2,3803,3,28,899722
5,3,3235,1,21,844106
1,3,3409,2,29,645618
2,1,946,2,14,304429
5,2,3602,5,20,944054
5,2,1334,4,25,580978
1,2,1876,2,35,396356
2,2,3057,9,11,791232
4,2,1142,7,6,576173
4,2,954,8,10,568468
2,3,1312,8,38,523737
3,1,1183,2,19,376613
1,1,1110,5,34,309640
2,2,3180,3,3,707935
4,3,3175,10,1,968987
5,3,1546,9,19,748262
4,2,1798,9,46,665414
5,1,3471,6,19,884754
1,2,677,4,11,293723
5,3,1039,8,16,622261
2,2,2375,5,17,606853
5,1,3196,3,39,792847
3,1,3903,8,23,907188
2,3,3047,6,7,751053
1,2,3884,5,36,749438
2,2,1816,1,40,400722
3,3,3348,3,29,772751
1,2,1890,7,19,505009
4,3,725,3,22,455318
3,2,2338,1,36,562350
1,1,3481,8,9,760138
5,3,3191,7,32,941351
2,2,1101,5,23,402039
1,2,3471,10,35,778629
2,2,3932,5,15,816146
5,3,986,6,49,550892
1,1,1011,7,27,327286
4,2,1969,3,11,615277
3,3,2606,4,19,696520
1,2,1717,1,46,321896
5,1,2975,7,17,849427
1,1,2747,10,36,652249
2,1,3108,2,25,604134
1,3,1938,7,45,534729
4,2,2672,6,6,759800
1,3,2541,4,42,557879
3,2,3141,2,46,670933
1,3,952,7,20,419894
2,2,1468,7,42,461966
1,3,3788,5,31,790415
4,2,2846,9,6,872232
5,3,1902,3,22,678483
1,1,1446,9,19,474746
1,3,1702,5,19,494216
3,1,2047,2,31,479085
4,1,1125,9,25,536074
5,2,3188,1,35,776336
2,1,2279,1,23,480272
1,1,3124,7,0,698674
5,2,2478,3,27,716010
2,3,609,8,25,420963
4,3,1883,7,33,665275
4,1,3171,7,25,824152
5,3,3457,1,35,845546
2,1,3419,1,4,678213
4,3,2219,2,1,656213
5,3,2483,2,31,714439
4,3,3507,5,33,901310
4,1,3677,9,49,906688
4,2,1658,7,29,639172
3,3,2822,2,23,684152
2,3,3089,5,27,739321
5,3,1770,5,45,679790
5,1,2192,8,2,778421
2,2,3864,9,49,872218
2,1,3684,8,9,839219
2,3,2527,2,5,602054
2,1,2893,4,33,611170
1,3,1274,2,30,357125
5,3,2478,6,42,798724
1,1,2761,4,49,522671
4,3,1611,7,45,617403
4,3,1393,2,12,515687
5,2,832,9,38,582048
4,1,2301,5,19,667475
2,1,3627,1,31,668385
1,3,1945,3,9,472286
2,3,2773,4,25,672035
4,1,3984,3,18,882887
1,1,1110,6,28,326500
2,1,2107,6,12,554639
5,3,2928,10,33,941441
2,2,1397,7,19,498741
4,2,3625,9,43,953056
1,3,3550,10,39,843124
5,3,1906,9,17,781867
1,3,3298,7,33,734946
5,1,991,1,47,388117
1,3,981,3,7,358989
4,1,2863,5,15,738797
5,2,3189,10,39,931172
3,3,1205,6,22,517158
1,3,715,6,31,331632
1,1,1108,5,12,315384
2,1,2918,6,25,657299
5,1,2063,9,37,729213
3,2,3962,1,0,836796
4,2,3710,1,1,830260
2,3,1647,9,38,567857
3,3,1375,8,12,607453
5,1,1666,9,26,701685
3,2,1793,7,3,597497
1,3,939,10,40,446560
1,1,768,6,19,291973
2,1,2438,9,2,658055
5,2,2161,2,22,647307
5,2,3309,4,1,881060
3,3,2790,2,15,695071
2,3,3772,6,9,876679
5,1,1174,1,27,451802
1,1,2228,7,43,491911
3,1,2342,7,17,656189
4,3,1074,7,1,601404
1,2,2958,4,13,608139
2,3,3731,8,43,875023
5,2,3700,5,19,953275
1,3,1130,2,39,329288
4,3,1590,5,22,625554
4,2,2720,10,6,846588
2,3,2017,9,44,627053
1,3,1468,10,46,501711
3,1,3041,1,13,645824
1,2,2381,2,36,489375
4,2,3128,10,7,936076
2,1,3120,8,49,700130
2,2,912,5,4,392038
3,1,2061,9,22,646748
2,2,1551,6,40,472474
2,2,2971,8,9,742476
2,2,1612,1,48,388287
2,2,1564,9,26,531460
2,1,2734,9,34,666166
4,1,958,3,0,437985
1,2,1294,1,6,318329
5,3,2844,8,46,886013
2,1,3403,8,7,790760
